time,open,high,low,close,tick_volume,spread,real_volume
2025-10-23 05:50:00,4098.76,4105.91,4098.28,4105.85,1010,37,0
2025-10-23 05:55:00,4105.81,4110.27,4104.99,4110.14,1188,37,0
2025-10-23 06:00:00,4110.16,4124.47,4110.1,4122.62,2031,37,0
2025-10-23 06:05:00,4122.63,4127.89,4120.4,4126.57,2105,37,0
2025-10-23 06:10:00,4126.64,4137.7,4126.37,4129.9,2136,37,0
2025-10-23 06:15:00,4129.69,4132.32,4123.97,4124.84,1878,37,0
2025-10-23 06:20:00,4124.7,4126.78,4120.43,4126.3,1705,37,0
2025-10-23 06:25:00,4126.25,4129.34,4123.53,4125.27,1883,37,0
2025-10-23 06:30:00,4125.04,4127.49,4119.24,4121.03,1726,37,0
2025-10-23 06:35:00,4121.03,4122.67,4113.29,4113.32,1772,37,0
2025-10-23 06:40:00,4113.32,4123.15,4112.94,4122.12,1632,37,0
2025-10-23 06:45:00,4122.12,4123.66,4116.76,4117.4,1591,37,0
2025-10-23 06:50:00,4117.4,4119.94,4113.75,4117.21,1555,37,0
2025-10-23 06:55:00,4117.21,4117.94,4110.55,4113.39,1584,37,0
2025-10-23 07:00:00,4113.38,4120.72,4112.04,4120.41,1648,37,0
2025-10-23 07:05:00,4120.41,4120.85,4114.43,4114.88,1343,37,0
2025-10-23 07:10:00,4114.88,4117.26,4113.55,4114.37,1022,37,0
2025-10-23 07:15:00,4114.28,4119.59,4113.31,4119.57,1164,37,0
2025-10-23 07:20:00,4119.57,4120.1,4115.32,4117.64,1604,37,0
2025-10-23 07:25:00,4117.91,4119.5,4114.01,4115.32,1493,37,0
2025-10-23 07:30:00,4115.32,4115.45,4110.65,4111.12,1216,37,0
2025-10-23 07:35:00,4111.14,4111.28,4091.78,4099.84,2370,37,0
2025-10-23 07:40:00,4099.86,4107.34,4095.95,4102.53,1745,37,0
2025-10-23 07:45:00,4102.56,4104.67,4100.26,4101.26,1205,37,0
2025-10-23 07:50:00,4101.26,4102.21,4096.37,4100.1,1403,37,0
2025-10-23 07:55:00,4100.1,4100.38,4093.52,4094.05,1902,37,0
2025-10-23 08:00:00,4094.06,4108.48,4094.06,4108.48,2135,37,0
2025-10-23 08:05:00,4108.47,4114.75,4106.83,4111.17,2040,37,0
2025-10-23 08:10:00,4111.15,4112.54,4108.83,4111.16,1762,37,0
2025-10-23 08:15:00,4111.17,4117.11,4110.77,4114.84,1683,37,0
2025-10-23 08:20:00,4114.84,4118.9,4113.02,4113.55,1568,37,0
2025-10-23 08:25:00,4113.58,4116.27,4110.42,4113.75,1674,37,0
2025-10-23 08:30:00,4113.76,4115.44,4112.34,4112.42,1133,37,0
2025-10-23 08:35:00,4112.42,4112.45,4109.49,4110.37,988,37,0
2025-10-23 08:40:00,4110.37,4112.1,4108.4,4111.35,1255,37,0
2025-10-23 08:45:00,4111.37,4116.36,4108.96,4116.35,1387,37,0
2025-10-23 08:50:00,4116.29,4118.43,4113.35,4114.06,1172,37,0
2025-10-23 08:55:00,4114.05,4116.57,4112.8,4116.24,1075,37,0
2025-10-23 09:00:00,4116.24,4118.32,4113.47,4114.21,1063,37,0
2025-10-23 09:05:00,4114.15,4120.84,4113.04,4116.19,1201,37,0
2025-10-23 09:10:00,4116.17,4119.0,4110.92,4118.35,1249,37,0
2025-10-23 09:15:00,4118.45,4123.61,4118.24,4123.02,1185,37,0
2025-10-23 09:20:00,4123.02,4123.4,4117.56,4118.9,1545,37,0
