time,open,high,low,close,tick_volume,spread,real_volume
2026-01-15 10:35:00,4613.07,4617.82,4612.95,4617.44,1034,77,0
2026-01-15 10:40:00,4617.43,4619.03,4616.37,4617.69,851,77,0
2026-01-15 10:45:00,4617.71,4619.47,4616.57,4618.85,993,77,0
2026-01-15 10:50:00,4618.82,4619.5,4617.09,4619.24,681,77,0
2026-01-15 10:55:00,4619.22,4619.85,4617.74,4619.56,845,77,0
2026-01-15 11:00:00,4619.64,4621.16,4618.93,4619.69,796,77,0
2026-01-15 11:05:00,4619.8,4621.33,4618.38,4618.45,848,77,0
2026-01-15 11:10:00,4618.41,4619.93,4618.31,4618.71,726,77,0
2026-01-15 11:15:00,4618.71,4618.9,4617.04,4617.24,729,77,0
2026-01-15 11:20:00,4617.19,4620.27,4617.18,4618.76,802,77,0
2026-01-15 11:25:00,4618.75,4619.75,4617.63,4618.86,707,77,0
2026-01-15 11:30:00,4618.9,4621.33,4617.45,4621.01,767,77,0
2026-01-15 11:35:00,4621.16,4623.02,4620.74,4621.46,910,77,0
2026-01-15 11:40:00,4621.52,4621.53,4617.59,4617.61,798,77,0
2026-01-15 11:45:00,4617.62,4617.7,4615.09,4616.46,989,77,0
2026-01-15 11:50:00,4616.77,4619.87,4616.33,4616.84,1044,77,0
2026-01-15 11:55:00,4616.91,4619.47,4615.86,4618.91,973,77,0
2026-01-15 12:00:00,4619.3,4620.41,4617.97,4618.0,889,77,0
2026-01-15 12:05:00,4618.01,4619.1,4616.03,4616.98,867,77,0
2026-01-15 12:10:00,4616.91,4617.06,4614.36,4614.61,974,77,0
2026-01-15 12:15:00,4614.61,4615.59,4613.54,4614.12,979,77,0
2026-01-15 12:20:00,4614.1,4616.17,4614.0,4615.72,993,77,0
2026-01-15 12:25:00,4615.71,4618.42,4615.34,4616.16,885,77,0
2026-01-15 12:30:00,4616.19,4616.76,4615.12,4615.4,882,77,0
2026-01-15 12:35:00,4615.38,4617.12,4615.2,4616.95,803,77,0
2026-01-15 12:40:00,4616.89,4618.49,4616.08,4616.84,844,77,0
2026-01-15 12:45:00,4616.86,4617.19,4613.11,4614.02,988,77,0
2026-01-15 12:50:00,4613.78,4615.38,4612.1,4612.44,1006,77,0
2026-01-15 12:55:00,4612.21,4614.6,4611.51,4613.62,1109,77,0
2026-01-15 13:00:00,4613.21,4615.81,4609.83,4610.58,1689,77,0
2026-01-15 13:05:00,4610.44,4614.78,4609.42,4612.38,1595,77,0
2026-01-15 13:10:00,4612.42,4613.99,4610.49,4611.38,1582,77,0
2026-01-15 13:15:00,4611.27,4613.59,4604.3,4605.01,1626,77,0
2026-01-15 13:20:00,4604.92,4609.08,4604.1,4607.07,1578,77,0
2026-01-15 13:25:00,4607.21,4609.46,4602.25,4605.21,1382,77,0
2026-01-15 13:30:00,4603.97,4605.23,4593.49,4594.7,1650,77,0
2026-01-15 13:35:00,4594.75,4596.74,4590.44,4593.79,1728,77,0
2026-01-15 13:40:00,4593.79,4595.05,4588.09,4589.67,1712,77,0
2026-01-15 13:45:00,4589.64,4590.61,4582.05,4587.7,1700,77,0
2026-01-15 13:50:00,4587.52,4593.87,4587.31,4590.62,1590,77,0
2026-01-15 13:55:00,4590.62,4591.67,4583.94,4588.1,1635,77,0
2026-01-15 14:00:00,4588.1,4594.38,4583.04,4591.54,1757,77,0
2026-01-15 14:05:00,4591.54,4596.19,4588.54,4595.44,1549,77,0
2026-01-15 14:10:00,4595.49,4599.44,4595.47,4599.38,1511,77,0
2026-01-15 14:15:00,4599.4,4600.6,4596.12,4599.92,1500,77,0
2026-01-15 14:20:00,4599.88,4605.22,4598.06,4603.05,1497,77,0
2026-01-15 14:25:00,4603.04,4606.55,4602.14,4602.37,1474,77,0
2026-01-15 14:30:00,4602.47,4611.52,4601.38,4607.9,1851,77,0
2026-01-15 14:35:00,4608.41,4610.96,4605.16,4608.54,1786,77,0
